■厳院
佐左衛門
佐藤吉左衛門
佐野
佐野一庵
佐野三作
佐野勘左衛門
佐野又四郎
佐野回庵
佐野女
佐野宗元
佐野宗官
佐野市郎左衛門
佐野弥右衛門
佐野弥平
佐野文仲
佐野春庵
佐野杢左衛門
佐野源四郎
佐野芳房
佐野赤庵
何左衛門
何某
余田飛庵
作之進
作兵衛
作助
作右衛門
作左衛門
俊姫
保久
保久兵衛
保之
保之允
保太郎
信州
信濃
信濃守
俵屋藤四郎
倉本
倉本和三
倉町平四郎
倉町槙右衛門
倉町義太夫
健三郎
健之助
傘源介
備前守
備州
備後守
傳兵衛
傳右衛門
傳左右衛門
傳左衛門
傳蔵
僧正
儀八郎
儀兵衛
儀右衛門
儀左衛門
元右衛門
元寿
元左衛門
元延
元武
元道
元隆
元龍
光之助
光二
光石
光石曽右衛門
光石段七
光茂
光行寺
光衛
光野
光野八太夫
光野千兵衛
光野甚吾
光野進左衛門
光野金左衛門
光雲院
八並孫六
八之允
八五郎
八兵衛
八助
八十右衛門
八十島健八郎
八十郎
八右衛門
八太
八左衛門
八幡四社
八弥
八木嘉十
八木孫之允
八木孫六
八木弐駄
八木長右衛門
八郎
八郎兵衛
八郎右衛門
八郎左衛門
八頭司
八頭司利助
八頭司卯兵衛
八頭司園右衛門
八頭司猶助
八頭司茂助
公方
六三郎
六下人太左衛門
六兵衛
六右衛門
六左衛門
六平
六郎
六郎兵衛
六郎右衛門
六郎大夫
六郎左衛門
兵七
兵五郎
兵助
兵動
兵動久二郎
兵動十郎右衛門
兵動清右衛門
兵動清左衛門
兵動長右衛門
兵右衛門
兵太郎
兵左衛門
兵次
兵蔵
兵藤
兵藤久二郎
兵藤傳兵衛
兵藤戸兵衛
兵藤新蔵
兵藤波門
兵藤清右衛門
兵衛
兵部大夫
兵部左衛門
其後慶誾寺
典膳
兼潭
兼雲
兼雲僧
兼雲和尚
内匠
内匠頭
内田八右衛門
内蔵
内蔵介
内蔵助
内記
内鹿分左衛門
円了院
円実坊
円成院
円明院
円覚院
円通庵
冨丸
冨二郎
冨士右衛門
冨太郎
冨岡
冨岡三太夫
冨岡九郎左衛門
冨岡助之進
冨岡勘右衛門
冨岡喜左衛門
冨岡宗猶
冨岡宗＊
冨岡小兵衛
冨岡小兵衛治
冨岡市右衛門
冨岡弥一右衛門
冨岡弥一左衛門
冨岡弥五兵衛
冨岡弥五左衛門
冨岡弥五郎
冨岡弥右衛門
冨岡弥左衛門
冨岡惣八
冨岡普右衛門
冨岡覚之進
冨岡鹿之助
冨永
冨永八五郎
冨永惣右衛門
冨永文太郎
冨石政之允
冨石甚内
冬岩忠兵衛
出来介
出来助
出来町北右衛門
出来町喜右衛門
出来町軍平
出来町金右衛門
出来町金左衛門
出羽守
出雲
分右衛門
分左衛門
分田庄助
刑左衛門
刑部
刑部少輔
利兵衛
利助
利十
利右衛門
利吉
利左衛門
利衛門
前田
前田卯三郎
前田孫四郎
前田文啓
前隈安左衛門
前隈市左衛門
前隈清左衛門
副島万九郎
副島藤七
副嶋五右衛門
副嶋半兵衛
副嶋喜右衛門
副嶋喜左衛門
副嶋孫右衛門
副嶋権七
副嶋治左衛門
副嶋藤七
副嶋藤兵衛
副川半兵衛
副川方兵衛
加兵衛
加助
加右衛門
加州
加治
加治右衛門
加藤
加藤忠兵衛
加藤道助
加賀守
加賀屋
加賀屋六右衛門
加野
加野右衛門
助一
助三郎
助之進
助九郎
助二郎
助五郎
助十郎
助右衛門
助太夫
助太郎
助左衛門
助次
勇七
勇三郎
勇助
勇右衛門
勘ヶ由
勘七
勘介
勘八
勘八郎
勘六
勘兵衛
勘助
勘右衛門
勘太
勘左衛門
勘平
勘蔵
勝ケ里幸助
勝ヶ里与惣兵衛
勝ヶ里幸助
勝ヶ里進左衛門
勝三郎
勝之
勝仙院
勝仙院僧正
勝仙院大僧正
勝右衛門
勝太郎
勝屋伊織
勝屋慶七
勝屋文平
勝屋清右衛門
勝左衛門
勝田
勝田治部左衛門
勤栗
匁菱田作左衛門
北右衛門
北山
北島三折
北島元叔
北島六三郎
北島勝右衛門
北島千左衛門
北島又右衛門
北島友右衛門
北島宗求
北島平二兵衛
北島時庵
北島杢右衛門
北島治右衛門
北島祐室
北島祐庵
北嶋
北嶋三折
北嶋六三郎
北嶋勝右衛門
北嶋又右衛門
北嶋宗教
北嶋宗求
北嶋平二兵衛
北嶋弥右衛門
北嶋時庵
北嶋祐室
北嶋祐庵
北川
北川七左衛門
北川与一左衛門
北川勝三郎
北川四郎兵衛
北川平六
北川徳右衛門
北川春益
北川清八
北川藤十
北川藤平
北村
北村三左衛門
北村三郎左衛門
北村助左衛門
北村市右衛門
北村忠太
北村忠左衛門
北村惣内
北村甚五郎
北村菅三
十一屋太助
十兵衛
十助
十右衛門
十太夫
十左衛門
十蔵
十郎
十郎兵衛
十郎右衛門
十郎太夫
十郎左衛門
千々岩安兵衛
千々岩弥左衛門
千よし
千三郎
千之助
千乗坊
千五左衛門
千代
千住岩弥左衛門
千兵衛
千助
千右衛門
千土
千太郎
千左衛門
千布多次右衛門
千手外記
千手弥三郎
千手惣二郎
千手権之允
千次郎
千百姫
千石
千葉胤連
千蔵
千鶴
半七
半五郎
半兵衛
半十郎
半右衛門
半左衛門
半次
南り大郎三郎
南り太郎三郎
南川
南川助
南川助之允
南祥院
南部
南部宗寿
南里
南里二左衛門
南里仁左衛門
南里伝兵衛
南里傳兵衛
南里八兵衛
南里兵右衛門
南里兵左衛門
南里内蔵
南里内蔵介
南里内蔵助
南里分左衛門
南里千之助
南里喜右衛門
南里弥兵衛
南里彦之進
南里徳左衛門
南里政右衛門
南里政太郎
南里文之助
南里文黒
南里春宣
南里春益
南里杢之介
南里権内
南里権右衛門
南里次郎左衛門
南里甚兵衛
南里繁右衛門
南里茂兵衛
南里蔀
南里藤兵衛
博奕座
卜斎
卯三太
卯三郎
卯八郎
卯兵衛
卯右衛門
卯吉
卯左衛門
原三五左衛門
原五郎左衛門
原作左衛門
原利兵衛
原十蔵
原十郎右衛門
原口
原口五八
原口又助
原口又次郎
原口宗理
原口宗祝
原口庄右衛門
原口養乕
原田
原田大右衛門
原社人
原茂右衛門
厳有院
又七
又三郎
又之丞
又五郎
又八郎
又兵衛
又助
又右衛門
又太郎
又左衛門
又次郎
又玄
友之丞
友助
友右衛門
友義
取次介
古山
古川
古川伊左衛門
古川儀兵衛
古川喜右衛門
古川源一郎
古川無手蔵
古川玄三
古川重右衛門
古畑
古谷
古賀七右衛門
古賀与左衛門
古賀主甫
古賀仁八
古賀作助
古賀儀兵衛
古賀利太右衛門
古賀助二郎
古賀和田右衛門
古賀大一郎
古賀孫蔵
古賀宗圓
古賀平右衛門
古賀平太左衛門
古賀数右衛門
古賀文七
古賀文吾
古賀村新左衛門
古賀林斎
古賀権之允
古賀清次郎
古賀源内
古賀玄甫
古賀甚之允
古賀甚太郎
古賀甚蔵
古賀立甫
古部久英
古部孫大夫
古部清右衛門
古閑藤馬
古館
古館倉野右衛門
古館六平
古館内蔵之右衛門
古館内蔵右衛門
古館喜一
古館平兵衛
古館弥五右衛門
台徳院
右与兵衛
右京
右京亮
右兵衛
右衛門
右近
右近形右衛門
右近源右衛門
右馬允
右馬助
合瀬孫之進
合瀬惣右衛門
吉三郎
吉兵衛
吉兼
吉冨
吉冨三郎兵衛
吉冨五郎兵衛
吉冨作十
吉冨助太夫
吉冨市郎右衛門
吉冨新太郎
吉冨清右衛門
吉冨甚吾
吉十郎
吉原奥川
吉原宗閑
吉右衛門
吉宗
吉富
吉富三郎兵衛
吉富与左衛門
吉富助太夫
吉岡
吉岡一郎左衛門
吉岡二郎
吉岡二郎七
吉岡次郎
吉岡次郎七
吉岡甚吾
吉岡神七
吉岡神兵衛
吉岡神吾
吉岡神左衛門
吉嶋
吉嶋平左衛門
吉川
吉川吉右衛門
吉左衛門
吉弥
吉本五六
吉本八五郎
吉本弾右衛門
吉本源右衛門
吉村
吉村平五左衛門
吉村弥一左衛門
吉村忠左衛門
吉村武左衛門
吉村清右衛門
吉次
吉次久煩
吉次久碩
吉次松斎
吉浦
吉浦佐渡右衛門
吉浦千蔵
吉田
吉田二郎右衛門
吉田五郎右衛門
吉田又之允
吉田又六郎
吉田和太右衛門
吉田左治馬
吉田弥五之允
吉田次右衛門
吉田次郎右衛門
吉田自兵衛
吉田貞七
吉田采女
吉田飛左治馬
吉祥坊
吉良
吉茂
吉郎
吉郷
同官左衛門
吾妻
吾左衛門
呉服屋三左衛門
周防
和七
和三
和兵衛
和吉
和尚入院
和尚道引
和来院
和泉
和泉守
和泉屋
和田
哲翁
哲通
唐津土井
唯七
啓之助
善之丞
善五兵衛
善五左衛門
善五郎
善介
善六
善兵衛
善助
善右衛門
善太郎
善宗坊
善左衛門
善平
善平二兵衛
善応庵
善次
善蔵
喜一
喜三郎
喜兵衛
喜助
喜右衛門
喜太郎
喜左衛門
喜平
喜平次
嘉兵衛
嘉右衛門
嘉左衛門
四五右衛門
四兵衛
四右衛門
四左衛門
四郎
四郎三郎
四郎五郎
四郎兵衛
四郎右衛門
四郎左衛門
因幡
団野如閑
図書
国友
国壽院
国武
園半左衛門
園林院
園田
園田■一郎
園田半十郎
園田又左衛門
園田善左衛門
園田文左衛門
園田昂一郎
園田無格
園田玄蕃
園田采女
圓了
圓了院
圓増坊子
圓明院
團右衛門
土之助
土井
土井之介
土井二郎左衛門
土井利益
土井喜右衛門
土井大炊頭
土井次郎左衛門
土井総左衛門
土井貞次郎
土太郎
土屋半兵衛
土山
土山久左衛門
土山半兵衛
土山四郎右衛門
土山四郎左衛門
土橋
土橋市助
土橋弥兵衛
土武治兵衛
地かご問屋正左衛門
坂井
坂井七右衛門
坂井千左衛門
坂井和吉郎
坂井才吉
坂口
坂口弥左衛門
坂田
坂田源太兵衛
坊城
坊城大納言
城備坊
城島
城島与四右衛門
城島五太夫
城島兵蔵
城島又三郎
城島幸悦
城島茂助
城崎徳斎
城嶋久蔵
城嶋九左衛門
城嶋五太夫
城嶋善左衛門
城嶋茂助
城州
城戸
城戸五郎左衛門
城村善助
城村幸之助
城満坊
堀江
堂参納経寺々
堤了佐
堤八右衛門
堤六郎次
堤十兵衛
堤孫九郎
堤孫衛門
堤形部左衛門
堤春可
堤森右衛門
堤権六
堤清右衛門
堤源左衛門
堤玄東
堤茂呂右衛門
堤袈裟吉
堤雄峯
堤養逸
塗師屋七左衛門
増了坊
増吉
増太郎
増尾
増岡内蔵允
増岡太兵衛
増田久七兵衛
増田治兵衛
増田浅右衛門
壱岐
壽昌玄栄禅童女
壽昌院
夏目泉州
外鏡院
多久七郎左衛門
多久兵庫
多久孫右衛門
多久安胤
多久嶋徳之允
多久茂矩
多田
多田勘太夫
多田徳一郎
多田忠安
多聞
多賀丸
多長門
多長門守
大串
大串平五郎
大久保久蔵
大久保加州
大久保加賀守
大久保市郎右衛門
大久保弥吉
大久保忠朝
大久保惣左衛門
大久保正兵衛
大久保源吾
大之進
大井河州
大僧正
大内規雉治
大加賀守
大助
大吉
大和
大和刑部
大園
大園半左衛門
大園喜平
大園喜平次
大園杢右衛門
大園杢左衛門
大園範左衛門
大坪
大坪七兵衛
大坪七十郎
大坪久太郎
大坪九郎右衛門
大坪何左衛門
大坪作助
大坪八郎兵衛
大坪六兵衛
大坪兵太郎
大坪平太郎
大坪弾右衛門
大坪段右衛門
大坪藤五左衛門
大坪藤右衛門
大坪領右衛門
大堂社
大塚
大塚久左衛門
大塚平之允
大塚愛之助
大塚文右衛門
大塚茂左衛門
大塚豊吉郎
大塚金兵衛
大家八左衛門
大山忠右衛門
大岡備前守
大岡喜平次
大嶋八郎
大嶋彦右衛門
大嶋采女
大慈院
大木
大木五右衛門
大木五左衛門
大木八右衛門
大木兵部
大木利兵衛
大木千右衛門
大木権左衛門
大木衛守
大木道貫
大木金三郎
大村丹後守
大村伊勢守
大村因州
大村弾正少弼
大村河州
大村純庸
大村純長
大森半七郎
大橋江州
大炊
大石
大石凉右衛門
大石喜右衛門
大石小四郎
大石小左衛門
大石弥兵衛
大石村右衛門
大石次郎左衛門
大石源介
大石源助
大石源右衛門
大石羽左衛門
大石貞之
大石貞之允
大蔵
大野
大野吉兵衛
大願寺村勘兵衛
天岳
天左衛門
天心
天性院
天桟和尚
天民
天祥院
天縫院
天草代官
天華院
天誉
天輪院
天野
天野平岸
太一
太兵衛
太右衛門
太吉
太左衛門
太梁院
太田
太田主計
太田久五郎
太田六右衛門
太田十兵衛
太田又六郎
太田吉弥
太田喜兵衛
太田寛太郎
太田小兵衛
太田左治亮
太田左治馬
太田幸三郎
太田弥五之允
太田惣介
太田惣太夫
太田文治
太田次兵衛
太田次郎兵衛
太田法師松
太田縫
太田縫殿介
太田自兵衛
太田蔵人
太田藤吾
太田鏛右衛門
太郎
太郎兵衛
太郎助
太郎右衛門
太郎左衛門
太駄八郎右衛門
太駄善五兵衛
太駄安右衛門
太駄治郎左衛門
太駄治部左衛門
奥之丞
奥右衛門
奥村
奥村二兵衛
奥村又三郎
奥村又三郎介
奥村又兵衛
奥村又左衛門
奥村太郎左衛門
奥村峯
奥村平五郎
奥野
奥野東庵
如幻
妙法院
妻木
妻木平四郎
姉川勝二郎
姉川又八
姉川善助
姉川忠次兵衛
姉川杢左衛門
嬉野
嬉野与五六
嬉野十介
嬉野卯兵衛
嬉野卯右衛門
嬉野又兵衛
嬉野善右衛門
嬉野多志摩
嬉野小右衛門
嬉野小右衛門介
嬉野小左衛門
嬉野市兵衛
嬉野平内
嬉野彦左衛門
嬉野志賀右衛門
嬉野権太郎
嬉野甚九郎
嬉野甚兵衛
嬉野神兵衛
子庄左衛門
子息豊之助
子息鉄之助
子磯右衛門
子達
孝盛院
学四郎
孫七
孫三郎
孫之允
孫九郎
孫八
孫八養子
孫六
孫兵衛
孫助
孫右衛門
孫四郎
孫太夫
孫左衛門
孫次郎
孫蔵
宅兵衛
宅又左衛門
宇佐小坂坊
宇右衛門
宇都宮一勝
宇都宮朔之助
守三郎
守人
安住喜兵衛
安住喜兵衛母
安倍
安兵衛
安右衛門
安川
安川作之允
安左衛門
安本
安本久兵衛
安本兵左衛門
安本左助
安本権太夫
安本甚左衛門
安本神左衛門
安本蔵人
安次郎
安永与五右衛門
安永弥惣右衛門
安永惣左衛門
安芸
安達藤左衛門
宗久
宗元
宗吉
宗吉兵衛
宗官
宗寿
宗左衛門
宗教
宗敬
宗有
宗朝
宗求
宗理
宗益
宗茂
宗貞
宗龍
官兵衛
定助
定恵院
定蔵
宝善坊
宝積院
宝蔵院
実教房
実松元林
実染院
実相坊新坊
室乗院
宮内
宮副瀧右衛門
宮地
宮地二兵衛
宮地二左衛門
宮地五左衛門
宮地勘左衛門
宮地半七
宮地半兵衛
宮地平七
宮地平兵衛
宮地新五右衛門
宮地次郎兵衛
宮地辰六
宮地鉄之丞
宮城
宮城和充
宮城監物
宮崎
宮崎七郎
宮崎七郎右衛門
宮崎伊十郎
宮崎元
宮崎元益
宮崎元立
宮崎夘左衛門
宮崎市之介
宮崎彦兵衛
宮崎曽庵
宮崎蘇庵
宮嶋
宮嶋安芸
宮嶋武蔵
宮田
宮田十右衛門
宮田敬右衛門
宮田直右衛門
宮田角左衛門
宮間元策
家宣
家継
家綱
寂光院
密語和尚
富岡小兵衛
富岡惣八
寛兵衛
寛助
寛良院
寶乗院
寺崎
寺崎五左衛門
寺崎新三郎
寺崎郡治
寺川
寺川九太夫
寺川九郎右衛門
寺川助
寺川助之允
寺川弥次右衛門
寺野
対馬
寿仙院
寿助
寿山和尚
寿岸和尚
寿峯和尚
寿昌允
寿昌院
寿綱院
寿網院
尉助
尉右衛門
尋之
對馬
小三郎
小倉忠右衛門
小八
小兵衛
小副川勇右衛門
小副川半兵衛
小副川才兵衛
小副川方兵衛
小副川用之允
小十郎
小原
小原貞右衛門
小右衛門
小四郎
小城町千兵衛
小太郎
小寺与四郎
小寺久可
小寺了可
小嶋権兵衛
小川
小川勘六
小川勘蔵
小川彌右衛門
小川春益
小川清五左衛門
小川舎人
小左衛門
小林
小林和吉郎
小林権六
小林藤二兵衛
小柳
小柳孫右衛門
小柳平太
小橘源太郎
小次郎
小池久右衛門
小池平次兵衛
小池然平
小沢
小沢一學
小田村久四郎
小田村多仲
小田村多門
小田村左馬助
小田村市左衛門
小田村源右衛門
小笠原右近将監
小笠原忠雄
小笠原近江守
小膳
小西
小西金左衛門
小野
小野五兵衛
小野助左衛門
小野右衛門
小野宅右衛
小野宅右衛門
小野源蔵
小野田
小野田久助
小野田何馬
小野田弁之介
小野田弥兵衛
小野田藤蔵
小野田近十郎
小頭光野千兵衛
小頭冨岡小兵衛組
小頭江嶋甚助
少将
尚丸
尚（ヒサ）丸
尤井上清兵衛
就亨院
尾山
尾崎
尾崎竹之允
尾張
尾張中納言
居合源之允
屋三左衛門
山下仙之助
山伏光院
山伏江越千兵衛
山内善右衛門
山内玄寿
山内翔也
山口儀右衛門
山口八郎兵衛
山口八郎左衛門
山口弥兵衛
山口源六
山口金左衛門
山城
山城守
山崎
山崎志津魔
山形千兵衛
山本
山本与三兵衛
山本与右衛門
山本与左衛門
山本久
山本久米右衛門
山本利左衛門
山本和右衛門
山本新八
山本武右衛門
山本治左衛門
山本治部左衛門
山本甚助
山本與左衛門
山次右衛門
山王圓成院
山田
山田七郎兵衛
山田九右衛門
山田傳兵衛
山田元寿
山田兵七
山田兵助
山田兵部左衛門
山田助七
山田友右衛門
山田善二郎
山田孫之允
山田安右衛門
山田宗有
山田官右衛門
山田惣介
山田新
山田林三
山田次兵衛
山田武一
山田武十
山田治左衛門
山田玄壽
山田玄寿
山田玄昌
山田玄津
山田甚之丞
山田甚之允
山田甚五右衛門
山田甚八
山田甚右衛門
山田覚右衛門
山田長右衛門
山田須兵衛
山留庄兵衛
山金太夫
山領
山領千兵衛
岡之允
岡千兵衛
岡孫太
岡山社
岡島之允
岡嶋
岡嶋之允
岡平蔵
岡杢之允
岡杢左衛門
岡段六
岡用之允
岡田庄太夫
岡田茂左衛門
岡町久五左衛門
岡町作兵衛
岡町源助慶蔵
岡町錯兵衛
岡町駒之允
岡祐之允
岡部
岡部丹波守
岡部駿河守
岡金左衛門
岩五郎
岩井
岩井清右衛門
岩右衛門
岩本
岩本喜内
岩本慶一
岩村軍右衛門
岩松
岩松七右衛門
岩松七左衛門
岩松久兵衛
岩松久太郎
岩松九郎左衛門
岩松和兵衛
岩松左五六
岩松左五郎
岩松杢之允
岩松清右衛門
岩松源之進
岩松源五郎
岩松源左衛門
岩松藤十
岩松鉄弥
岩橋源内
岩次郎
岩田
岩田勾当
岳山
岳神
岸川幸助
岸清左衛門
峯
峯尾
峯山
峯源六
峯藤次左衛門
島原家
島新右衛門
崎右衛門
崎川
崎川二之助
崎川勾当
崎川弥一
崎川猪皮右衛門
崎川覚兵衛
嶋之允
嶋八郎左衛門
嶋善兵衛
嶋屋弥七左衛門
嶋津
嶋源兵衛
嶋茂助
嶋道
嶺
巌有院
川久保
川久保俊
川久保広吉
川久保廣吉
川久保清左衛門
川久保順悦
川久保順省
川副
川副七三
川副与左衛門
川副久五郎
川副二郎兵衛
川副仙齢
川副八郎左衛門
川副喜冣
川副喜最
川副増吉
川副安左衛門
川副平兵衛
川副弥惣右衛門
川副松一郎
川副林甫
川副次郎兵衛
川副武右衛門
川副甚之允
川副藤十
川副部左衛門
川半兵衛
川原源太左衛門
川原藤右衛門
川向
川崎
川崎儀兵衛
川崎十兵衛
川崎和太右衛門
