一村半三郎
中野八太夫
中野八左衛門
中野六郎右衛門
中野兵右衛門
中野内匠
中野内匠助
中野利兵衛
中野利右衛門
中野助太郎
中野勘十
中野勘右衛門
中野勘解由
中野十郎兵衛
中野半之允
中野卯右衛門
中野卯吉郎
中野又兵衛
中野又右衛門
中野友右衛門
中野吉之丞
中野吉之允
中野吉兵衛
中野吉次郎
中野和十
中野善大夫
中野喜右衛門
中野喜左衛門
中野嘉一郎
中野嘉右衛門
中野嘉左衛門
中野多兵衛
中野大学
中野太兵衛
中野奥右衛門
中野孫六
中野孫右衛門
中野宇右衛門
中野宗三
中野宗伯
中野宗四郎
中野宗栄
中野宗軒
中野官右衛門
中野寛左衛門
中野専吉
中野小三郎
中野小右衛門
中野岩吉
中野岩次郎
中野左弥太
中野市五郎
中野市十
中野市太夫
中野市太郞
中野市童
中野市郎右衛門
中野平之允
中野平九郎
中野平兵衛
中野平右衛門
中野平四郎
中野平太夫
中野平左衛門
中野平蔵
中野幸吉
中野幸四郎
中野庄八
中野弥兵衛
中野弥太夫
中野弥左衛門
中野弥次右衛門
中野彦兵衛
中野彦次郎
中野徳次
中野忠兵衛
中野忠太夫
中野忠平
中野数馬
中野数馬介
中野文八
中野文右衛門
中野文次郎
中野文益
中野文蔵
中野新七
中野新平
中野杢之允
中野杢之助
中野杢兵衛
中野杢助
中野梅俊
中野梅太郎
中野権六
中野権右衛門
中野権大夫
中野権太夫
中野権左衛門
中野権平
中野橘兵衛
中野橘左衛門
中野次郎右衛門
中野正三郎
中野正大夫
中野武右衛門
中野清一郎
中野清右衛門
中野源吾
中野源次郎
中野源蔵
中野理兵衛
中野甚五兵衛
中野甚右衛門
中野甚吾
中野直五郎
中野神右衛門
中野神吾
中野秀五郎
中野立徹
中野茂左衛門
中野萬七
中野萬太郎
中野藤右衛門
中野虎之助
中野辰五郎
中野辰右衛門
中野近右衛門
中野重次郎
中野金助
中野鉄之進
中野長兵衛
中野長珉
中野雄介
中野龍五郎
中隈伊兵衛
中隈儀兵衛
中隈卯助
中隈又右衛門
中隈多吉郎
中隈宇助
中隈幸多
中隈式右衛門
中隈弥兵衛
中隈数右衛門
中隈文五郎
中隈権十
中隈武右衛門
中隈貞右衛門
中願寺伝蔵
丸内甚平
丸山幸次郎
丸山杢兵衛
丹羽七右衛門
丹羽七大夫
丹羽七太夫
丹羽与兵衛
丹羽与左衛門
丹羽与惣兵衛
丹羽久左衛門
丹羽五郎助
丹羽伝五郎
丹羽作兵衛
丹羽儀左衛門
丹羽内蔵之進
丹羽卯右衛門
丹羽喜内
丹羽喜左衛門
丹羽平八郎
丹羽新兵衛
丹羽松之助
丹羽蔵人
丹羽要人
丹羽達之進
丹羽金十郎
丹羽雄七
久保丈助
久保三左衛門
久保三益
久保与兵衛
久保与右衛門
久保与右衛門(跡)
久保与吉
久保久兵衛
久保久次郎
久保五左衛門
久保伝吾
久保佐七
久保儀兵衛
久保元吉郎
久保六郎助
久保兵助
久保兵蔵
久保利三郎
久保利右衛門
久保利平次
久保勘八
久保勘左衛門
久保十助
久保卯助
久保卯平太
久保又兵衛
久保又蔵
久保和十
久保喜一郎
久保喜三郎
久保喜多右衛門
久保喜太郎
久保太右衛門
久保太平
久保安左衛門
久保官吉
久保平左衛門
久保庄兵衛
久保庄蔵
久保弥三郎
久保弥平
久保忠助
久保文伯
久保文助
久保文平
久保文才
久保権兵衛
久保治平
久保清介
久保清吉
久保源左衛門
久保源次郎
久保甚太夫
久保良作
久保良助
久保薫一郎
久保藤兵衛
久保藤十
久保藤吉
久保要次郎
久保覚兵衛
久保金三郎
久保順伯
久保順益
久保魯庵
久千地市太夫
久地井五右衛門
久地井市右衛門
久地井市大夫
久地井市太夫
久地井市左衛門
久地井虎吉郎
久富三大夫
久富三太夫
久富三郎兵衛
久富六郎次
久富勢兵衛
久富十助
久富和兵衛
久富善左衛門
久富孫六
久富常七
久富広吉郎
久富才右衛門
久富文治左衛門
久富権作
久富権十
久富権大夫
久富権太夫
久富清助
久富直右衛門
久富祐之允
久富貞右衛門
久布白休蔵
久布白又右衛門
久布白又次郎
久布白平助
久布白杢右衞門
久布白権左衛門
久布白橘五郎
久布白源左衛門
久我与左衛門
久我二右衛門
久我二大夫
久我二太夫
久我伝蔵
久我六郎右衛門
久我勘右衛門
久我十郎右衛門
久我半左衛門
久我友右衛門
久我善左衛門
久我市右衛門
久我平兵衛
久我平右衛門
久我平左衛門
久我弥兵衛
久我政右衛門
久我文四郎
久我百兵衛
久我祐右衛門
久我茂清
久池井市右衛門
久池井市大夫
久池井市太夫
久池井弥兵衛
久池井郡七
久米七左衛門
久米丈七
久米丈右衛門
久米与四郎
久米伝蔵
久米伴右衛門
久米佐七
久米作太夫
久米儀一郎
久米八郎
久米六大夫
久米兵助
久米兵太郎
久米兵蔵
久米利兵衛
久米利左衛門
久米助十
久米助太夫
久米助太郎
久米勘助
久米千右衛門
久米半蔵
久米卯兵衛
久米卯助
久米卯平
久米又兵衛
久米又十郎
久米和十
久米和平
久米善七
久米善兵衛
久米善吾
久米喜作
久米喜右衛門
久米嘉兵衛
久米嘉太夫
久米太三郎
久米安之允
久米安兵衛
久米市郎左衛門
久米常十
久米平蔵
久米平蔵(孫)
久米幸之助
久米広吉
久米弥六兵衛
久米復蔵
久米忠五郎
久米文右衛門
久米文次左衛門
久米文蔵
久米新助
久米松太夫
久米栄作
久米栄吉
久米権六
久米権大夫
久米源六
久米源兵衛
久米源助
久米源太夫
久米為次郎
久米熊吉郎
久米神左衛門
久米茂左衛門
久米藤七
久米藤三郎
久米藤五郎
久米藤八
久米藤兵衛
久米要助
久米要蔵
久米覚兵衛
久米覚右衛門
久米重蔵
久米金三郎(孫)
久米長三郎
久米雄七
久米順吉郎
久納五郎九
久納八百次郎
久納十右衛門
久納吉右衛門
久納市右衛門
久納平兵衛
久納武左衛門
久納禮一郎
久納長兵衛
久納長大夫
久間作助
亀川伴蔵
亀川倉一郎
亀川八兵衛
亀川勘三郎
亀川勝右衛門
亀川尉平
亀川左内
亀川平八郎
亀川文七
亀川文右衛門
亀川文蔵
亀川新七
亀川新右衛門
亀川新左衛門
亀川源兵衛
亀川織部
亀田六右衛門
亀田助太夫
亀田又十
亀田左馬助
亀田武右衛門
亀田貞右衛門
五郎川伊平次
五郎川善七
五郎川善十
五郎川善左衛門
五郎川市助
五郎川幸三郎
五郎川弥次郎
五郎川文太
五郎川権九郎
五郎川権平
五郎川甚之助
井上万十
井上丈左衛門
井上三太夫
井上与兵衛
井上久左衛門
井上仁右衛門
井上仲乙
井上伊勢吉
井上伝十
井上伴次左衛門
井上作一郎
井上作十郎
井上儀兵衛
井上八郎右衛門
井上八郎左衛門
井上兵助
井上卯兵衛
井上卯助
井上又左衛門
井上友庵
井上吉兵衛
井上善兵衛
井上喜右衛門
井上嘉兵衛
井上四郎左衛門
井上孫之允
井上市五郎
井上庄七
井上庄次郎
井上弥八
井上忠三郎
井上忠助
井上忠右衛門
井上忠左衛門
井上忠次兵衛
井上惣次郎
井上敬四郎
井上文内
井上新七
井上新兵衛
井上新蔵
井上松五郎
井上権右衛門
井上橘右衛門
井上民部左衛門
井上治左衛門
井上清兵衛
井上瀬兵衛
井上甚九
井上甚兵衛
井上番次左衛門
井上種一郎
井上茂平
井上虎吉
井上豊次郎
井上貞次郎
井上造酒
井上郡平
井上鎮平
井上長庵
井上静軒
井上龍之助
井上龍右衛門
井上龍左衛門
井上龍蔵
井内伝右衛門
井内半兵衛
井内吉左衛門
井内小右衛門
井内小左衛門
井内左馬之允
井内隼太
井原八郎左衛門
井原利兵衛
井原卯右衛門
井原吉兵衛
井原善兵衛
井原嘉源次
井原庄蔵
井原忠右衛門
井原杢右衛門
井原権右衛門
井原権左衛門
井原橘之助
井原猪太郎
井原秀太郎
井崎重平
井手主馬允
井手久米七
井手二兵衛
井手伊右衛門
井手作右衛門
井手作左衛門
井手儀兵衛
井手兵右衛門
井手勘助
井手卯吉郎
井手右衛門佑
井手右衛門允
井手吉兵衛
井手吉右衛門
井手和三郎
井手善六
井手善兵衛
井手善助
井手善右衛門
井手善大夫
井手善太夫
井手喜右衛門
井手大助
井手太兵衛
井手孫助
井手安十
井手宗宿
井手左馬之允
井手左馬允
井手常助
井手延一郎
井手弥三郎
井手弥兵衛
井手彦右衛門
井手忠助
井手惣七
井手惣助
井手文佐
井手文蔵
井手東大夫
井手権右衛門
井手権左衛門
井手武兵衛
井手治右衛門
井手清三郎
井手清兵衛
井手清太夫
井手清蔵
井手源兵衛
井手源右衛門
井手藤吉
井手虎十
井手要左衛門
井手順平
井手龍助
井本弥七兵衛
井本相右衛門
井瀬平次郎
井田儀左衛門
井田卯吉郎
仁戸田丈次郎
仁戸田九郎右衛門
仁戸田伊十
仁戸田伝右衛門
仁戸田佐左衛門
仁戸田作右衛門
仁戸田儀三郎
仁戸田八郎左衛門
仁戸田勘兵衛
仁戸田千蔵
仁戸田又兵衛
仁戸田喜右衛門
仁戸田太市郎
仁戸田尉九郎
仁戸田平八
仁戸田弥兵衛
仁戸田形部左衛門
仁戸田惣右衛門
仁戸田杢右衛門
仁戸田杢右衞門
仁戸田正左衛門
仁戸田茂左衛門
仁戸田藤介
仁戸田藤八
仁戸田藤右衛門
仁戸田藤次兵衛
今村官右衛門
今村平太夫
今村杢右衛門
今村治平
今村藤左衛門
今泉三吾
今泉与七
今泉久五郎
今泉亀之助
今泉二兵衛
今泉二左衛門
今泉仁兵衛
今泉伝五郎
今泉伝兵衛
今泉伝兵衞
今泉伴右衛門
今泉佐兵衛
今泉作一郎
今泉作兵衛
今泉作太夫
今泉儀八郎
今泉儀兵衛
今泉六大夫
今泉六太夫
今泉六太夫(跡)
今泉六左衛門
今泉兵吉郎
今泉助之允
今泉十郎右衛門
今泉十郎左衛門
今泉千兵衛
今泉半蔵
今泉卯三郎
今泉卯兵衛
今泉卯源次
今泉吉左衛門
今泉吉次
今泉和平
今泉和惣次
今泉唯右衛門
今泉善右衛門
今泉喜七
今泉喜兵衛
今泉喜惣次
今泉太郎助
今泉孫十郎
今泉寛一郎
今泉寿三郎(孫)
今泉寿助
今泉岩右衛門
今泉左兵衛
今泉市之佐
今泉平右衛門
今泉平次左衛門
今泉平蔵
今泉幸兵衛
今泉庄三郎
今泉庄左衛門
今泉弥太夫
今泉忠兵衛
今泉文五郎
今泉新兵衛
今泉浅五郎
今泉源右衛門
今泉源次郎
今泉百助
今泉直助
今泉祐七
今泉義八郎
今泉良平
今泉藤兵衛
今泉藤右衛門
今泉袈裟次郎
今泉辰之助
今泉辰右衛門
今泉近左衛門
今泉進兵衛
今泉重蔵
今泉関右衛門
今泉雅楽
今泉雅楽允
今泉順蔵
今泉龍作
今藤助右衛門
今藤安右衛門
今藤長八郎
今藤長吉
代居久務
代居兵蔵
代居勘七
代居勘之允
代居勘右衛門
代居小助
代居弥平
代居恵蔵
代居新兵衛
代居権左衛門
代居清次郎
伊丹利兵衛
伊丹善右衛門
伊丹武太夫
伊東一之允
伊東三平
伊東与一郎
伊東久之丞
伊東久之允
伊東久兵衛
伊東久卜
伊東乕之允
伊東二兵衛
伊東二右衛門
伊東五左衛門
伊東仁兵衛
伊東伝左衛門
伊東佐一郎
伊東佐吉
伊東佐吉郎
伊東儀左衛門
伊東八五郎
伊東八十右衛門
伊東八右衛門
伊東八郎
伊東八郎兵衛
伊東八郎右衛門
伊東八郎左衛門
伊東六右衛門
伊東六左衛門
伊東六郎右衛門
伊東六郎大夫
伊東六郎左衛門
伊東兵大夫
伊東兵太夫
伊東兵左衛門
伊東兵蔵
伊東兵部左衛門
伊東利三郎
伊東利兵衛
伊東利十
伊東利右衛門
伊東勘左衛門
