■凝山
佐賀郡嘉瀬郷野田村
佐賀郡窪田村
余江村
佛ノ原村
佛日山
佛母山
佛津村
佛興山三昧院
作出村
侍石村
保壽山
信清山
修リ田村
修多羅山
修理田村
倉戸村
倉戸郷
倉持村
倉谷山
倉谷山村
倉谷村
借納座村
傍尓村
傍示村
儀徳村
元昌山
元村
元町
元町　
元町村
元界小路村
元相應村
先寿山
光厳山
光壽山
光富山
光明山
光明山偏照院
光明山無量院
光暁山
光江町
光法村
光益津
光輝山
光野山
光雲山
兎鹿野村
八ノ久保村
八ノ峯村
八丁分村
八丁馬場　
八並村
八幡小路北側　七番
八幡小路北側　三番
八幡小路北側　九番
八幡小路北側　五番
八幡小路北側　八番
八幡小路北側　六番
八幡小路北側　十一番
八幡小路北側　十七番
八幡小路北側　十三番
八幡小路北側　十九番
八幡小路北側　十二番
八幡小路北側　十五番
八幡小路北側　十八番
八幡小路北側　十六番
八幡小路北側　十四番
八幡小路北側　十番
八幡小路北側　又四番
八幡小路北側　四番
八幡小路北側　壱番
八幡小路北側　弐十番
八幡小路北側　弐番
八幡小路南側　七番
八幡小路南側　三番
八幡小路南側　九番
八幡小路南側　五番
八幡小路南側　八番
八幡小路南側　六番
八幡小路南側　十一番
八幡小路南側　十七番
八幡小路南側　十三番
八幡小路南側　十二番
八幡小路南側　十五番
八幡小路南側　十六番
八幡小路南側　十四番
八幡小路南側　十番
八幡小路南側　又四番
八幡小路南側　四番
八幡小路南側　壱番
八幡小路南側　弐番
八戸宿
八戸村
八戸溝村
八日町
八木原村
八本木新町
八本木村
八枚村
八枝ケ里
八枝ケ里村
八枝ヶ里
八枝ヶ里村
八枝村
八段原村
八田原山村
八田原村
八田村
八町分村
八百屋町
八百屋町　
六ケ里村
六ノ坪村
六ヶ里
六ヶ里村
六丁分村
六丁牟田村
六仙寺村
六地蔵宿
六座町
六座町　
六段田村
六泉寺村
六田村
六町分
六町分村
六町牟田村
六角中郷
六角東郷
六角西郷
六角郷
具座村
内戸川村
内河久保村
内田代
内田村
内田皿山
内砥川村
内野山
内野山村
内野村
内野馬場村
冨永村
冨田山
冬野村
凌雲山
出来嶋村
出羽村
刃金村
切徳山
刈目嶋村
初定山
初村
初田ケ里
初田ヶ里
別府村
別府村東分
別府村西分
別府東分
別府町
別府西分
別苻村
利田ケ里
利田ヶ里
利田村
前牟田村
前田村
割苻村
力武村
力田村
功徳山
功徳山満足院
加与丁村
加喜ノ浦
加瀬浦村
加納村
加與丁村
勅代村
勇猛村
勘之隈村
勝ケ里
勝ヶ里
勝茂山
勝軍山
勝陣村
勢屯町
勢屯町　
勲切山
勲功郷
北ノ崎村
北ノ川村
北上瀧村
北代村
北原村
北古賀村
北向村
北多良村
北大草野村
北小路
北尾村
北嶋山
北嶋村
北嶋村東
北嶋村西
北川村
北平村
北廿治村
北御堀端小路　
北御堀端小路　七番
北御堀端小路　三番
北御堀端小路　九番
北御堀端小路　五番
北御堀端小路　八番
北御堀端小路　六番
北御堀端小路　十一番
北御堀端小路　十三番
北御堀端小路　十二番
北御堀端小路　十四番
北御堀端小路　十番
北御堀端小路　又九番
北御堀端小路　四番
北御堀端小路　壱番
北御堀端小路　弐番
北御門小路西側　
北御門通東側　
北方村
北方町
北方郷
北方郷大崎村
北早津江
北村
北松原
北浦村
北畠村
北糸岐村
北舟津
北郷
北里村
北野村
北靍村
北馬場村
医王寺村
医王山
十ノ坪村
十五村
十劫山
十條北里村
十條村
十間堀町
千々村
千住村
千北村
千布村
千年村
千栗
千栗山
千栗村
千栗町
千栗郷
千綿村
午田村
南上瀧村
南五領村
南原村
南原田村
南古賀村
南堀端小路　七番
南堀端小路　九番
南堀端小路　八番
南堀端小路　六番
南堀端小路　十一番
南堀端小路　十三番
南堀端小路　十二番
南堀端小路　十五番
南堀端小路　十四番
南堀端小路　十番
南堀端小路　四番
南堀端小路　壱番
南堀端小路　弐番
南多良村
南大久保村
南大草野村
南小路
南崎村
南嶋村
南嶽山
南川村
南廿治村
南早津江
南河原村
南海山
南田代
南糸岐村
南郷
南里ケ里
南里ヶ里
南里山
南里村
卯喜村
厘外村
原口山
原口村
原古賀村
原村
原殿町村
原焼村
原田村
原谷山
厭欣山
又南里村
友田村
友貞村
受徳山
口山内
古勢郷
古場山村
古場村
古子村
古宿
古小場村
古屋敷村
古川
古枝村
古江田与方村
古江田村
古湯山
古湯山村
古湯村
古瀬郷
古町村
古賀ノ宿
古賀山
古賀村
古部村
古野村
右原村
吉原ケ里
吉原ケ里村
吉原ヶ里
吉原村
吉富村
吉村
吉田山
吉田村
吉田皿山
吉田郷
吉祥山
吉野ケ里
吉野ヶ里
吉野尾村
吉野村
同南之内　
同小路東側(矢矧町小路)　一番
同小路東側(矢矧町小路)　三番
同小路東側(矢矧町小路)　二番
同小路東側(矢矧町小路)　五番
同小路東側(矢矧町小路)　六番
同小路東側(矢矧町小路)　四番
同町南側(牛嶋町)　郷地
名原之宿
名尾山
名尾山村
名尾村
向嶋村
向田村
向町
向陽山
吸江山
吹上村
呉服町
呉服町　
味嶋村
和光山
和崎村
和泉山
和泉村
和田村
咾分村
唐人寺町
唐人寺町　
唐人新町
唐人新町　
唐人町
唐人町　
唐比村
唐津城下
唐津大村
唐津村
唐紙村
善根山
喜々津村
喜佐ノ木村
喜佐木村
喜秀山
喜見山
喜須村
嘉与丁村
嘉崎郷
嘉嶋郷
嘉慶山
嘉瀬
嘉瀬上町
嘉瀬下町
嘉瀬元町
嘉瀬川村
嘉瀬本町
嘉瀬浦
嘉瀬郷
嘉納村
四丁籠村
四徳山
四日町
四条ケ里
四條ケ里村
四條ヶ里
四町籠芦野
四町籠芦野蓮池
四郎丸村
四間屋村
四面ノ馬場村
四面山
国分村
圓京村
圓光寺村
圓城寺門前村
圓熊山
圓福山
圓蔵寺村
圓通山
土井ノ上村
土井上
土井上町
土井丸村
土井内村
土井古賀村
土井川村
土井村
土井頭村
土井頸村
土井首村
土師尾村
土師村
土師郷
土本村
土橋村
土生ケ里
土生ケ里村
土生ヶ里
土生村
土穴村
在郷村
地福山
地蔵山
地蔵町
坂井村
坂元村
坂元村脊振
坂口村
坂本村
坂田村
坂野川内村
坊主原村
坊所新村
坊所村
坊所郷
坤松山
坪ノ上村
坪上村
坪之上村
垂玉山
城ノ内村
城ノ峯村
城原村
城原町
城峯村
城峰村
城崎村
城村
城福村
執行分村
堀切村
堀江村
堀立村
堂免村
堂地村
堂薗村
堤村
堤津
堤町村
報土山
報恩山
堺野村
塔路山
塘村
塩入村
塩入西分村
塩吹村
塩屋浦村
塩江山
塩田庄
塩田村
塩田町
塩田町分
塩田郷
境原宿
境原村
境村
増田村
壱岐力村
壱町三段村
壱番ケ瀬村
壽廣山
壽徳山
壽栄山
壽椿山
壽雲山
夏峯村
夏嶺村
夕日町
夕日町　
外尾原
外尾山
外尾村
外尾村有田新村
外野村
夘良村
多々良川村
多々良村
多うごく村
多久原宿
多久原村
多久庄
多久町
多久郷
多井良村
多布施口
多布施村
多布施村　
多布施町
多布施町　
多田村
多良村
大ノ原村
大中嶋
大串山村
大串村
大久保村
大乗山
大乗村
大井手村
大井村
大井樋村
大仙山
大佐古村
大依村
大俣郷
大六村
大副村
大勝山
大医山
大善山
大地町宿
大坂間村
大堂山
大堂崎
大堂新津
大堂本津
大堂村
大堂野古宮芦野
大塚ケ里
大塚ヶ里
大塚村
大士山
大多久間上村
大多久間下村
大多久間村
大多和村
大宝山
大宮田尾
大寧山
大寶山
大寺ケ里
大寺ケ里村
大寺ヶ里
大山路村
大崎村
大嶋
大嶋山
大嶋村
大川内村
大平村
大廣山
大徳山
大悲山
大慈山
大慶山
大應山
大成木村
大成木東分
大成木東分村
大成木西分
大成木西分村
大戸ケ里
大戸ケ里村
大戸ヶ里
大戸村
大戸村六角
大日山胎蔵院
大日村
大星村
大曲分
大曲村
大曲芦野
大木場村
大木宿
大木村
大村
大村分村
大村方村
大梅山
大楠村
大樽山
大樽町
大橋村
大殿分村
大江ケ里
大江ケ里村
大江ヶ里
大江村
大河内山村
大河内村
大法山
大津村
大浦村
大渡村
大渡野村
大源山称名院
大無山
大牟田村
大甕屋村
大田尾村
大田村
大町
大町村
大石新宿
大石村
大祐山
大祥山
大窪村
大立野村
大籠村
大船村
大草村
大草野北村
大草野南村
大谷村
大豆津村
大財山
大財村
大財村　
大遷山
大里村
大野原村
大野坂村
大野山
大野山村
大野村
大門村
大間村
大陽山
大雄山
大雲山
大願寺村
大鳥井村
大龍山
天啓山
天坂村
天堤村
天壽山
天建寺分
天建寺分土井外村
天建寺村
天建寺村市場
天徳村
天授山
天松山
天澤山
天照山光明院
天照山随院
天祐寺町
天祐寺町　
天祐寺町村
天祐山
天神村
天福山
天窪村
天童山
天竺川村
天草江村
天長山
天龍山
太俣村
太俣郷
太原村
太寧山
太平山
太康山
太明山
太田尾村
太田村
太陽山
奈切村
奈良浦村
奥山内
奥才
奥浦村
女山村
如意山
妙儀山
妙光山
妙台山
妙安寺小路　七番
妙安寺小路　三番
妙安寺小路　九番
妙安寺小路　五番
妙安寺小路　八番
妙安寺小路　六番
妙安寺小路　十一番
妙安寺小路　十二番
妙安寺小路　十番
妙安寺小路　四番
妙安寺小路　壱番
妙安寺小路　弐番
妙安寺小路西側　三番
妙安寺小路西側　壱番
妙安寺小路西側　弐番
妙楽寺村
妙法山
妙福山
妙見山
妙高山
姉川村
姉村
姥子ノ原村
姫ケ里
姫方村
姫目ケ里
姫目ヶ里
威徳山
嬉野
嬉野下宿
嬉野下村
嬉野本村
嬉野村
嬉野皿山
嬉野郷
子々森村
子太郎丸村
宇土手村
宇土村
宇留土村
宇良村
安住小路東側　壱番
安住小路東側　弐番
安住小路西側　三番
安住小路西側　五番
安住小路西側　六番
安住小路西側　四番
安住小路西側　壱番
安住小路西側　弐番
安住山
安住村
安吉山
安國山
安心山
安所軒
安楽山平等院
安永村
安祥山
安養山
宗方村
定原ケ里
定原ケ里村
定原ヶ里
定原村
定恵山
定林山
定良山
宝両山
宝厳山
宝寿山
宝持山
宝林山
宝樹山
宝池山
宝洞山
宝瑞山
宝聚山
宝蔵寺村
宝陀山
実久新津
実久村
実松山
室嶋村
宮ノ村
宮ノ浦村
宮下村
宮原村
宮古賀村
宮富村
宮小路
宮田尾浦
宮田尾浦村
宮町
宮裾村
宮野村
宮野浦村
家屋村
宿村
寂静山
寄人新村
寄人本村
寄人村
富岡村
富野村
寐田ノ田尾
寒水
寒水宿
寒水村
